Code,Title,Description
561,Administrative and Support Services,"Industries in the Administrative and Support Services subsector group establishments engaged in activities that support the day-to-day operations of other organizations.  The processes employed in this sector (e.g., general management, personnel administration, clerical activities, cleaning activities) are often integral parts of the activities of establishments found in all sectors of the economy.  The establishments classified in this subsector have specialization in one or more of these activities and can, therefore, provide services to clients in a variety of industries and, in some cases, to households.  The individual industries of this subsector are defined on the basis of the particular process that they are engaged in and the particular services they provide.

Many of the activities performed in this subsector are ongoing routine support functions that all businesses and organizations must do and that they have traditionally done for themselves.  Recent trends, however, are to contract or purchase such services from businesses that specialize in such activities and can, therefore, provide the services more efficiently.

The industries in this subsector cannot be viewed as strictly ""support."" The Travel Arrangement and Reservation Services industry group includes travel agents, tour operators, and providers of other travel arrangement services, such as hotel and restaurant reservations and arranging the purchase of tickets, serving many types of clients, including individual consumers.  This group was placed in this subsector because the services are often of the ""support"" nature (e.g., travel arrangement), and businesses and other organizations increasingly purchase such services.

The administrative and management activities performed by establishments in this sector are typically on a contract or fee basis.  These activities may also be performed by establishments that are part of the company or enterprise.  However, establishments involved in administering, overseeing, and managing other establishments of the company or enterprise are classified in Sector 55, Management of Companies and Enterprises.  Establishments in Sector 55, Management of Companies and Enterprises, normally undertake the strategic and organizational planning and decision-making role of the company or enterprise.  Government establishments engaged in administering, overseeing, and managing governmental programs are classified in Sector 92, Public Administration."
562,Waste Management and Remediation Services,"Industries in the Waste Management and Remediation Services subsector group establishments engaged in the collection, treatment, and disposal of waste materials.  This includes establishments engaged in local hauling of waste materials; operating materials recovery facilities (i.e., those that sort recyclable materials from the trash stream); providing remediation services (i.e., those that provide for the cleanup of contaminated buildings, mine sites, soil, or ground water); and providing septic pumping and other miscellaneous waste management services.  There are three industry groups within the subsector that separate these activities into waste collection, waste treatment and disposal, and remediation and other waste management.

Excluded from this subsector are establishments primarily engaged in collecting, treating, and disposing waste through sewer systems or sewage treatment facilities that are classified in Industry 22132, Sewage Treatment Facilities, and establishments primarily engaged in long-distance hauling of waste materials that are classified in Industry 48423, Specialized Freight (except Used Goods) Trucking, Long-Distance.  Also, there are some activities that appear to be related to waste management, but that are not included in this subsector.  For example, establishments primarily engaged in providing waste management consulting services are classified in Industry 54162, Environmental Consulting Services."
611,Educational Services,"Industries in the Educational Services subsector provide instruction and training in a wide variety of subjects.  The instruction and training is provided by specialized establishments, such as schools, colleges, universities, and training centers.

The subsector is structured according to level and type of educational services.  Elementary and secondary schools, junior colleges and colleges, universities, and professional schools correspond to a recognized series of formal levels of education designated by diplomas, associate degrees (including equivalent certificates), and degrees.  The remaining industry groups are based more on the type of instruction or training offered, and the levels are not always as formally defined.  The establishments are often highly specialized, many offering instruction in a very limited subject matter, for example ski lessons or one specific computer software package.  Within the subsector, the level and types of training that are required of the instructors and teachers vary depending on the industry.

Establishments that manage schools and other educational establishments on a contractual basis are classified in this subsector if they both manage the operation and provide the operating staff.  Such establishments are classified in the Educational Services subsector based on the type of facility managed and operated."
621,Ambulatory Health Care Services,"Industries in the Ambulatory Health Care Services subsector provide health care services directly or indirectly to ambulatory patients and do not usually provide inpatient services.  Health practitioners in this subsector provide outpatient services, with the facilities and equipment not usually being the most significant part of the production process."
622,Hospitals,"Industries in the Hospitals subsector provide medical, diagnostic, and treatment services that include physician, nursing, and other health services to inpatients and the specialized accommodation services required by inpatients.  Hospitals may also provide outpatient services as a secondary activity.  Establishments in the Hospitals subsector provide inpatient health services, many of which can only be provided using the specialized facilities and equipment that form a significant and integral part of the production process."
623,Nursing and Residential Care Facilities,"Industries in the Nursing and Residential Care Facilities subsector provide residential care combined with either nursing, supervisory, or other types of care as required by the residents.  In this subsector, the facilities are a significant part of the production process, and the care provided is a mix of health and social services with the health services being largely some level of nursing services."
624,Social Assistance,"Industries in the Social Assistance subsector provide a wide variety of social assistance services directly to their clients.  These services do not include residential or accommodation services, except on a short-stay basis."
711,"Performing Arts, Spectator Sports, and Related Industries","Industries in the Performing Arts, Spectator Sports, and Related Industries subsector group establishments that produce or organize and promote live presentations involving the performances of actors and actresses, singers, dancers, musical groups and artists, athletes, and other entertainers, including independent (i.e., freelance) entertainers and the establishments that manage their careers.  The classification recognizes four basic processes: (1) producing (i.e., presenting) events; (2) organizing, managing, and/or promoting events; (3) managing and representing entertainers; and (4) providing the artistic, creative and technical skills necessary to the production of these live events.  Also, this subsector contains four industries for performing arts companies.  Each is defined on the basis of the particular skills of the entertainers involved in the presentations.

The industry structure for this subsector makes a clear distinction between performing arts companies and performing artists (i.e., independent or freelance).  Although not unique to arts and entertainment, freelancing is a particularly important phenomenon in this Performing Arts, Spectator Sports, and Related Industries subsector.  Distinguishing this activity from the production activity is a meaningful process differentiation.  This approach, however, is difficult to implement in the case of musical groups (i.e., companies) and artists, especially pop groups.  These establishments tend to be more loosely organized and it can be difficult to distinguish companies from freelancers.  For this reason, NAICS includes one industry that covers both musical groups and musical artists.

This subsector contains two industries for Industry Group 7113, Promoters of Performing Arts, Sports, and Similar Events, one for those that operate facilities and another for those that do not.  This is because there are significant differences in cost structures between those promoters that manage and provide the staff to operate facilities and those that do not.  In addition to promoters without facilities, other industries in this subsector include establishments that may operate without permanent facilities.  These types of establishments include performing arts companies; musical groups and artists; spectator sports; and independent (i.e., freelance) artists, writers, and performers.

Excluded from this subsector are nightclubs.  Some nightclubs promote live entertainment on a regular basis and it can be argued that they could be classified in Industry Group 7113, Promoters of Performing Arts, Sports, and Similar Events.  However, since most of these establishments function as any other drinking place when they do not promote entertainment and because most of their revenue is derived from sale of food and beverages, they are classified in Subsector 722, Food Services and Drinking Places."
712,"Museums, Historical Sites, and Similar Institutions","Industries in the Museums, Historical Sites, and Similar Institutions subsector engage in the preservation and exhibition of objects, sites, and natural wonders of historical, cultural, and/or educational value."
713,"Amusement, Gambling, and Recreation Industries","Industries in the Amusement, Gambling, and Recreation Industries subsector (1) operate facilities where patrons can primarily engage in sports, recreation, amusement, or gambling activities and/or (2) provide other amusement and recreation services, such as supplying and servicing amusement devices in places of business operated by others; operating sports teams, clubs, or leagues engaged in playing games for recreational purposes; and guiding tours without using transportation equipment.

This subsector does not cover all establishments providing recreational services. Other sectors of NAICS also provide recreational services. Providers of recreational services are often engaged in processes classified in other sectors of NAICS.  For example, operators of resorts and hunting and fishing camps provide both accommodation and recreational facilities and services.  These establishments are classified in Subsector 721, Accommodation, partly to reflect the significant costs associated with the provision of accommodation services and partly to ensure consistency with international standards.  Likewise, establishments using transportation equipment to provide recreational and entertainment services, such as those operating sightseeing buses, dinner cruises, or helicopter rides, are classified in Sector 48-49, Transportation and Warehousing.

The industry groups in this subsector highlight particular types of activities: amusement parks and arcades, gambling industries, and other amusement and recreation industries.  The groups, however, are not all-inclusive of the activity.  The Gambling Industries industry group does not provide for full coverage of gambling activities.  For example, casino hotels are classified in Subsector 721, Accommodation; and horse and dog racing tracks are classified in Industry Group 7112, Spectator Sports."
721,Accommodation,"Industries in the Accommodation subsector provide lodging or short-term accommodations for travelers, vacationers, and others.  There is a wide range of establishments in these industries.  Some provide lodging only, while others provide meals, laundry services, and recreational facilities, as well as lodging.  Lodging establishments are classified in this subsector even if the provision of complementary services generates more revenue.  The types of complementary services provided vary from establishment to establishment.

The subsector is organized into three groups: (1) traveler accommodation, (2) recreational accommodation, and (3) rooming and boarding houses, dormitories, and workers’ camps.  The Traveler Accommodation industry group includes establishments that primarily provide traditional types of lodging services.  This group includes hotels, motels, and bed-and-breakfast inns.  In addition to lodging, these establishments may provide a range of other services to their guests.  The RV (Recreational Vehicle) Parks and Recreational Camps industry group includes establishments that operate lodging facilities primarily designed to accommodate outdoor enthusiasts.  Included are travel trailer campsites, recreational vehicle parks, and outdoor adventure retreats.  The Rooming and Boarding Houses, Dormitories, and Workers' Camps industry group includes establishments providing temporary or longer-term accommodations, that for the period of occupancy, may serve as a principal residence. Board (i.e., meals) may be provided but is not essential.

Establishments that manage short-stay accommodation establishments (e.g., hotels and motels) on a contractual basis are classified in this subsector if they both manage the operation and provide the operating staff.  Such establishments are classified based on the type of facility managed and operated."
722,Food Services and Drinking Places,"Industries in the Food Services and Drinking Places subsector prepare meals, snacks, and beverages to customer order for immediate on-premises and off-premises consumption.  There is a wide range of establishments in these industries.  Some provide food and drink only, while others provide various combinations of seating space, waiter/waitress services, and incidental amenities, such as limited entertainment.  The industries in the subsector are grouped based on the type and level of services provided.  The industry groups are Special Food Services, such as food service contractors, caterers, and mobile food services; Drinking Places (Alcoholic Beverages); and Restaurants and Other Eating Places.

Food and beverage services at hotels and motels, amusement parks, theaters, casinos, country clubs, similar recreational facilities, and civic and social organizations are included in this subsector only if these services are provided by a separate establishment primarily engaged in providing food and beverage services.

Excluded from this subsector are establishments operating dinner cruises.  These establishments are classified in Subsector 487, Scenic and Sightseeing Transportation, because they utilize transportation equipment to provide scenic recreational entertainment."
811,Repair and Maintenance,"Industries in the Repair and Maintenance subsector restore machinery, equipment, and other products to working order.  These establishments also typically provide general or routine maintenance (i.e., servicing) on such products to ensure they work efficiently and to prevent breakdown and unnecessary repairs.

The NAICS structure for this subsector brings together most types of repair and maintenance establishments and categorizes them based on production processes (i.e., on the type of repair and maintenance activity performed, and the necessary skills, expertise, and processes that are found in different repair and maintenance establishments).  This NAICS classification does not delineate between repair services provided to businesses versus those that serve households.  Although some industries primarily serve either businesses or households, separation by class of customer is limited by the fact that many establishments serve both.  Establishments repairing computers and consumer electronics products are two examples of such overlap.

The Repair and Maintenance subsector does not include all establishments that do repair and maintenance.  For example, a substantial amount of repair is done by establishments that also manufacture machinery, equipment, and other goods.  These establishments are included in the Manufacturing sector in NAICS.  In addition, repair of transportation equipment is often provided by or based at transportation facilities, such as airports and seaports, and these activities are included in the Transportation and Warehousing sector.  A particularly unique situation exists with repair of buildings.  Plumbing, electrical installation and repair, painting and decorating, and other construction-related establishments are often involved in performing installation or other work on new construction as well as providing repair services on existing structures.  While some specialize in repair, it is difficult to distinguish between the two types and all are included in the Construction sector.

Excluded from this subsector are establishments primarily engaged in rebuilding or remanufacturing machinery and equipment.  These are classified in Sector 31-33, Manufacturing.  Also excluded are retail establishments that provide after-sale services and repair.  These are classified in Sector 44-45, Retail Trade."
812,Personal and Laundry Services,"Industries in the Personal and Laundry Services subsector group establishments that provide personal and laundry services to individuals, households, and businesses.  Services performed include: personal care services; death care services; laundry and drycleaning services; and a wide range of other personal services, such as pet care (except veterinary) services, photofinishing services, temporary parking services, and dating services.

The Personal and Laundry Services subsector is by no means all-inclusive of the services that could be termed personal services (i.e., those provided to individuals rather than businesses). There are many other subsectors, as well as sectors, that provide services to persons.  Establishments providing legal, accounting, tax preparation, architectural, portrait photography, and similar professional services are classified in Sector 54, Professional, Scientific, and Technical Services; those providing job placement, travel arrangement, home security, interior and exterior house cleaning, exterminating, lawn and garden care, and similar support services are classified in Sector 56, Administrative and Support and Waste Management and Remediation Services; those providing health and social services are classified in Sector 62, Health Care and Social Assistance; those providing amusement and recreation services are classified in Sector 71, Arts, Entertainment, and Recreation; those providing educational instruction are classified in Sector 61, Educational Services; those providing repair services are classified in Subsector 811, Repair and Maintenance; and those providing spiritual, civic, and advocacy services are classified in Subsector 813, Religious, Grantmaking, Civic, Professional, and Similar Organizations."
813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations","Industries in the Religious, Grantmaking, Civic, Professional, and Similar Organizations subsector group establishments that organize and promote religious activities; support various causes through grantmaking; advocate various social and political causes; and promote and defend the interests of their members.

The industry groups within the subsector are defined in terms of their activities, such as establishments that provide funding for specific causes or for a variety of charitable causes; establishments that advocate and actively promote causes and beliefs for the public good; and establishments that have an active membership structure to promote causes and represent the interests of their members.  Establishments in this subsector may publish newsletters, books, and periodicals for distribution to their members."
814,Private Households,"Industries in the Private Households subsector include private households that engage in employing workers on or about the premises in activities primarily concerned with the operation of the household.  These private households may employ individuals, such as cooks, maids, butlers, and outside workers, such as gardeners, caretakers, and other maintenance workers."
921,"Executive, Legislative, and Other General Government Support","The Executive, Legislative, and Other General Government Support subsector groups offices of government executives, legislative bodies, public finance, and general government support."
922,"Justice, Public Order, and Safety Activities","The Justice, Public Order, and Safety Activities subsector groups government establishments engaged in the administration of justice, public order, and safety programs."
923,Administration of Human Resource Programs,The Administration of Human Resource Programs subsector groups government establishments primarily engaged in the administration of human resource programs.
924,Administration of Environmental Quality Programs,The Administration of Environmental Quality Programs subsector groups government establishments primarily engaged in the administration of environmental quality.
925,"Administration of Housing Programs, Urban Planning, and Community Development","The Administration of Housing Programs, Urban Planning, and Community Development subsector groups government establishments primarily engaged in the administration of housing, urban planning, and community development."
926,Administration of Economic Programs,This subsector comprises government establishments primarily engaged in the administration of economic programs.
927,Space Research and Technology,This subsector comprises government establishments that conduct space research.
928,National Security and International Affairs,This subsector comprises government establishments primarily engaged in national security and international affairs.
